greenPpg,irPpg,wristTimeMSec
86433.23,973199.44,33769.133
86404.555,973201.5,33769.17
86411.36,973234.9,33769.21
86382.54,973238.25,33769.25
86385.26,973162.1,33769.293
86424.11,973170.0,33769.332
86447.664,973261.56,33769.37
86473.695,973364.7,33769.41
86523.36,973509.5,33769.453
86547.875,973649.25,33769.492
86600.484,973941.0,33769.53
86572.82,974152.5,33769.57
86509.05,974129.94,33769.613
86381.516,973895.94,33769.652
86287.9,973365.6,33769.69
86229.25,972882.0,33769.73
86199.52,972581.06,33769.773
86204.12,972580.5,33769.812
86205.12,972654.44,33769.85
86198.81,972711.75,33769.89
86196.43,972839.9,33769.934
86189.69,972936.3,33769.973
86192.39,972989.06,33770.01
86247.74,973019.1,33770.05
86291.05,973188.6,33770.09
86326.695,973414.4,33770.133
86370.44,973560.94,33770.17
86433.49,973695.5,33770.21
86485.12,973903.75,33770.25
86533.13,974151.25,33770.293
86534.77,974346.06,33770.332
86460.12,974404.9,33770.37
86357.18,974359.56,33770.41
86275.375,974049.25,33770.453
86211.75,973561.3,33770.492
86162.375,973296.94,33770.53
86183.57,973372.6,33770.57
86199.74,973525.5,33770.613
86190.39,973523.44,33770.652
86210.68,973360.7,33770.69
86226.516,973387.7,33770.73
86254.266,973407.8,33770.773
86278.12,973606.2,33770.812
86319.516,973902.6,33770.85
86396.37,974209.4,33770.89
86441.95,974339.5,33770.934
86520.375,974427.56,33770.973
86588.055,974496.6,33771.01
86647.5,974587.9,33771.05
86700.69,974687.9,33771.09
86653.84,974742.5,33771.133
86601.24,974775.7,33771.17
86521.2,974505.44,33771.21
86488.44,974035.2,33771.25
86446.79,973653.1,33771.293
86445.5,973430.3,33771.332
86459.65,973443.2,33771.37
86475.734,973493.1,33771.41
86483.0,973486.5,33771.453
86515.43,973513.3,33771.492
86578.03,973501.1,33771.53
86558.44,973426.06,33771.57
86619.45,973425.5,33771.613
86681.12,973519.3,33771.652
86755.92,973632.7,33771.69
86860.01,973691.1,33771.73
86860.6,973842.25,33771.773
86934.875,973929.56,33771.812
87007.055,974011.44,33771.85
87063.78,974174.25,33771.89
86982.28,974517.44,33771.934
86960.16,974805.3,33771.973
86901.945,974502.5,33772.01
86885.766,973942.25,33772.05
86915.99,973576.8,33772.09
86944.56,973497.6,33772.133
86979.29,973602.5,33772.17
87023.98,973618.3,33772.21
87021.58,973693.7,33772.25
87062.945,973837.2,33772.293
87096.766,973907.75,33772.332
87174.67,973948.44,33772.37
87221.18,974154.7,33772.41
87290.97,974361.25,33772.453
87316.586,974436.25,33772.492
87417.12,974598.25,33772.53
87486.43,974808.0,33772.57
87563.805,975022.0,33772.613
87567.64,975308.5,33772.652
87551.13,975456.0,33772.69
87501.83,975527.94,33772.73
87491.67,975516.94,33772.773
87473.19,975255.4,33772.812
87501.38,975169.75,33772.85
87531.805,975320.75,33772.89
87573.38,975585.6,33772.93
87629.4,975761.06,33772.973
87639.68,975968.5,33773.01
87686.07,976181.7,33773.05
87731.01,976354.56,33773.09
87779.195,976534.56,33773.133
87860.805,976759.8,33773.17
87948.37,977065.1,33773.21
87990.836,977372.9,33773.25
88095.69,977681.9,33773.293
88150.31,977931.7,33773.332
88230.24,978191.6,33773.37
88312.78,978420.1,33773.41
88386.05,978691.75,33773.453
88416.516,978909.4,33773.492
88390.51,979064.44,33773.53
88379.87,979077.3,33773.57
88340.07,978826.4,33773.613
88334.44,978465.06,33773.652
88365.23,978230.1,33773.69
88372.95,978170.2,33773.73
88417.89,978146.5,33773.773
88449.32,978048.0,33773.812
88497.945,978034.4,33773.85
88523.586,978083.2,33773.89
88565.91,977973.0,33773.93
88607.02,977848.44,33773.973
88674.32,977872.5,33774.01
88749.37,977955.06,33774.05
88798.44,977962.06,33774.09
88866.05,977979.6,33774.133
88941.67,977990.6,33774.17
88989.695,977975.7,33774.21
89026.16,978057.6,33774.25
89049.15,978077.75,33774.293
89012.586,978044.25,33774.332
89020.11,978092.1,33774.37
88974.51,977828.25,33774.41
89010.47,977474.5,33774.453
89003.87,977268.7,33774.492
89020.31,977235.8,33774.53
89059.305,977222.2,33774.57
89056.875,977136.0,33774.613
89094.49,977195.25,33774.652
89123.12,977352.5,33774.69
89151.945,977377.56,33774.73
89190.31,977397.7,33774.773
89215.516,977491.4,33774.812
89307.59,977639.3,33774.85
89329.77,977807.7,33774.89
89407.414,977976.3,33774.93
89436.9,978118.06,33774.973
89474.2,978407.8,33775.01
89501.164,978548.9,33775.05
89439.09,978731.25,33775.09
89431.81,978852.0,33775.133
89427.92,978718.75,33775.17
89406.76,978565.0,33775.21
89422.805,978638.25,33775.25
89451.195,978851.8,33775.293
89473.76,978987.7,33775.332
89508.57,979151.25,33775.37
89553.49,979383.4,33775.41
89570.44,979556.2,33775.453
89611.3,979589.75,33775.492
89657.73,979660.56,33775.53
89695.37,979887.56,33775.57
89730.32,980083.06,33775.613
89784.5,980220.1,33775.652
89837.0,980345.0,33775.69
89899.45,980510.5,33775.73
89948.75,980722.56,33775.773
89925.97,980836.94,33775.812
89920.06,980968.56,33775.85
89887.76,980989.94,33775.89
89871.89,980929.5,33775.93
89885.11,980829.7,33775.973
89884.945,980848.75,33776.01
89930.62,980989.9,33776.05
89950.17,981102.7,33776.09
89982.55,981190.0,33776.133
90005.55,981349.1,33776.17
90027.95,981523.94,33776.21
90064.68,981538.3,33776.25
90126.12,981660.7,33776.293
90140.72,981958.8,33776.332
90234.17,982144.0,33776.37
90267.49,982221.8,33776.41
90325.76,982187.1,33776.453
90365.76,982192.94,33776.492
90405.88,982270.3,33776.53
90439.66,982298.3,33776.57
90445.19,982552.9,33776.613
90442.57,982939.75,33776.652
90425.516,982831.9,33776.69
90437.66,982472.1,33776.73
90482.79,982099.4,33776.773
90488.57,981938.5,33776.812
90517.19,981897.44,33776.85
90532.38,981752.44,33776.89
90576.18,981668.7,33776.93
90594.38,981643.8,33776.973
90640.63,981526.94,33777.01
90684.76,981447.3,33777.05
90714.15,981403.0,33777.09
90786.61,981405.94,33777.133
90822.0,981417.8,33777.17
90852.2,981357.9,33777.21
90903.97,981346.2,33777.25
90956.766,981400.4,33777.293
90998.8,981359.94,33777.332
90990.484,981380.5,33777.37
91006.67,981402.5,33777.41
90997.07,981262.0,33777.453
91023.8,981125.6,33777.492
91065.86,981094.5,33777.53
91097.8,981227.4,33777.57
91122.125,981263.3,33777.613
91159.22,981252.94,33777.652
91184.234,981350.6,33777.69
91209.266,981404.56,33777.73
91252.14,981420.25,33777.773
91294.195,981555.8,33777.812
91348.93,981719.9,33777.85
91381.51,981861.7,33777.89
91470.85,981894.8,33777.93
91487.516,982044.1,33777.973
91545.625,982244.8,33778.01
91551.69,982314.44,33778.05
91540.65,982565.75,33778.09
91567.67,982648.3,33778.133
91584.73,982578.3,33778.17
91588.43,982544.94,33778.21
91616.266,982638.6,33778.25
91662.3,982787.4,33778.293
91680.69,982869.7,33778.332
91719.766,982969.4,33778.37
91748.625,983172.4,33778.41
91795.64,983307.06,33778.453
91830.33,983374.2,33778.492
91884.74,983524.2,33778.53
91925.914,983704.7,33778.57
91976.945,983889.8,33778.613
92023.484,983995.4,33778.652
92071.766,984231.0,33778.69
92111.87,984499.1,33778.73
92100.625,984651.6,33778.773
92110.66,984847.25,33778.812
92089.445,984837.3,33778.85
92087.69,984741.4,33778.89
92079.82,984672.0,33778.93
92132.92,984660.0,33778.973
92136.695,984782.1,33779.01
92179.125,984907.75,33779.05
92157.59,984974.44,33779.09
92188.88,985093.4,33779.133
92204.79,985159.2,33779.17
92252.35,985180.06,33779.21
92284.26,985289.3,33779.25
92322.67,985427.6,33779.293
92341.805,985521.9,33779.332
92404.18,985593.25,33779.37
92433.37,985714.7,33779.41
92449.555,985774.4,33779.453
92474.76,985807.2,33779.492
92449.05,985813.6,33779.53
92426.234,985783.7,33779.57
92407.67,985568.7,33779.613
92360.63,985272.9,33779.652
92339.21,985075.4,33779.69
92358.43,984976.75,33779.73
92342.37,984935.1,33779.773
92340.375,984804.3,33779.812
92322.836,984702.4,33779.85
92329.45,984654.94,33779.89
92343.13,984515.94,33779.93
92356.93,984340.8,33779.973
92336.02,984261.5,33780.01
92365.516,984275.7,33780.05
92380.02,984233.9,33780.09
92423.48,984179.1,33780.133
92426.36,984101.1,33780.17
92427.63,983969.06,33780.21
92471.43,983999.2,33780.25
92473.375,984023.25,33780.293
92449.1,983995.6,33780.332
92374.87,984004.0,33780.37
92300.72,983725.75,33780.41
92276.76,983410.5,33780.453
92269.086,983280.25,33780.492
92270.69,983338.5,33780.53
92257.375,983403.44,33780.57
92225.0,983341.06,33780.613
92247.12,983426.25,33780.652
92236.664,983457.25,33780.69
92214.56,983502.4,33780.73
92208.01,983549.4,33780.773
92237.734,983765.2,33780.812
92227.2,983961.2,33780.85
92251.35,984095.6,33780.89
92255.81,984193.5,33780.93
92269.51,984337.1,33780.973
92287.87,984488.94,33781.01
92252.7,984574.94,33781.05
92200.2,984750.1,33781.09
92144.88,984873.7,33781.133
92102.8,984703.25,33781.17
92088.05,984541.25,33781.21
92028.27,984539.56,33781.25
92014.14,984710.75,33781.293
92013.94,984764.06,33781.332
92001.88,984840.56,33781.37
91960.03,985038.06,33781.41
91969.64,985092.06,33781.453
91990.99,985080.2,33781.492
91989.17,985138.94,33781.53
92013.734,985345.75,33781.57
92007.445,985514.2,33781.613
92030.74,985669.44,33781.652
92031.81,985822.6,33781.69
92041.38,985969.75,33781.73
92048.805,986190.8,33781.773
92086.01,986323.75,33781.812
92050.11,986424.3,33781.85
91969.0,986486.1,33781.89
91935.55,986319.25,33781.93
91885.04,986193.1,33781.973
91836.836,986081.5,33782.01
91808.64,986081.6,33782.05
91810.19,986131.56,33782.09
91793.914,986126.75,33782.133
91775.12,986163.75,33782.17
91753.14,986260.0,33782.21
91746.51,986292.1,33782.25
91763.5,986275.2,33782.293
91766.8,986323.6,33782.332
91772.93,986409.44,33782.37
91781.13,986365.1,33782.41
91771.51,986166.1,33782.453
91819.29,986043.1,33782.492
91824.305,985952.1,33782.53
91846.24,985826.1,33782.57
91857.055,985806.6,33782.613
91823.57,985722.44,33782.652
91759.94,985655.6,33782.69
91728.22,985432.25,33782.73
91663.01,985358.56,33782.773
91629.99,985148.9,33782.812
91593.76,984863.6,33782.85
91580.766,984710.5,33782.89
91564.945,984415.3,33782.93
91537.46,984225.0,33782.973
91526.39,984102.56,33783.01
91491.21,983977.7,33783.05
91501.15,983755.1,33783.09
91524.86,983602.2,33783.133
91516.06,983527.25,33783.17
91525.13,983466.56,33783.21
91524.07,983452.75,33783.25
91552.0,983431.7,33783.293
91563.32,983352.0,33783.332
91562.41,983306.8,33783.37
91592.48,983301.25,33783.41
91531.945,983226.3,33783.453
91462.945,983209.44,33783.492
91407.625,982990.75,33783.53
91368.82,982762.3,33783.57
91340.9,982625.7,33783.613
91338.75,982587.9,33783.652
91338.28,982499.06,33783.69
91271.67,982447.1,33783.73
91289.36,982493.0,33783.773
91284.35,982512.75,33783.812
91263.95,982571.1,33783.85
91281.83,982873.8,33783.89
91281.94,983144.5,33783.93
91278.97,983432.25,33783.973
91311.94,983681.5,33784.01
91254.64,983878.0,33784.05
91357.05,984071.06,33784.09
91340.945,984078.4,33784.133
91298.76,984065.8,33784.17
91246.5,984137.06,33784.21
91173.984,983940.4,33784.25
91102.945,983561.1,33784.293
91070.734,983278.2,33784.332
91025.445,983192.44,33784.37
91028.01,983266.2,33784.41
91002.82,983242.0,33784.453
90982.64,983251.56,33784.492
90964.945,983307.25,33784.53
90946.51,983310.25,33784.57
90929.59,983305.94,33784.613
90938.375,983514.56,33784.652
90979.59,983719.3,33784.69
90970.18,983867.6,33784.73
90992.29,984007.5,33784.77
91008.3,984187.2,33784.812
91007.06,984332.25,33784.85
90962.88,984500.6,33784.89
90920.164,984766.5,33784.93
90779.36,984798.4,33784.973
90671.94,984534.56,33785.01
90604.055,983989.5,33785.05
90528.125,983798.5,33785.09
90491.44,983867.3,33785.133
90465.51,983888.7,33785.17
90394.46,983939.44,33785.21
90367.38,984037.56,33785.25
90344.055,984087.94,33785.293
90341.78,984046.7,33785.332
90318.484,984132.6,33785.37
90289.88,984368.1,33785.41
90290.13,984573.44,33785.453
90334.414,984634.94,33785.492
90308.82,984710.44,33785.53
90346.195,984860.2,33785.57
90333.76,985036.9,33785.613
90341.68,985265.44,33785.652
90279.69,985326.56,33785.69
90139.016,985419.1,33785.73
90013.305,985058.5,33785.77
89883.06,984525.75,33785.812
89789.75,983986.44,33785.85
89743.82,983805.1,33785.89
89684.93,983754.9,33785.93
89637.05,983692.6,33785.973
89575.195,983652.56,33786.01
89509.51,983647.94,33786.05
89506.36,983529.06,33786.09
89468.82,983352.1,33786.133
89425.33,983242.25,33786.17
89434.01,983253.5,33786.21
89438.12,983214.1,33786.25
89431.305,983243.2,33786.293
89420.625,983220.94,33786.332
89409.07,983167.2,33786.37
89424.875,983088.7,33786.41
89422.61,983134.8,33786.453
89324.51,983003.0,33786.492
89183.26,982961.56,33786.53
89044.56,982714.2,33786.57
88932.016,982243.9,33786.613
88859.01,981818.94,33786.652
88818.24,981620.44,33786.69
88766.82,981547.1,33786.73
88717.33,981447.6,33786.77
88665.695,981351.94,33786.812
88611.625,981353.06,33786.85
88591.164,981244.44,33786.89
88556.18,981135.0,33786.93
88556.6,981135.6,33786.973
88533.61,981230.1,33787.01
88532.805,981338.2,33787.05
88539.11,981387.06,33787.09
88547.31,981410.0,33787.133
88540.19,981527.94,33787.17
88503.98,981592.94,33787.21
88355.21,981723.7,33787.25
88233.38,981769.06,33787.293
88132.05,981453.56,33787.332
88045.36,981129.3,33787.37
87984.74,981103.25,33787.41
87947.81,981191.9,33787.453
87910.44,981326.0,33787.492
87857.984,981501.6,33787.53
87825.95,981763.9,33787.57
87822.18,982047.25,33787.613
87806.555,982235.44,33787.652
87804.125,982571.56,33787.69
87803.695,982967.1,33787.73
87819.38,983294.6,33787.77
87831.305,983503.0,33787.812
87844.7,983825.94,33787.85
87877.125,984238.9,33787.89
87835.414,984604.4,33787.93
87717.31,984888.5,33787.973
87610.93,984961.0,33788.01
87501.445,984786.8,33788.05
87418.88,984637.25,33788.09
87367.62,984575.75,33788.133
87333.76,984693.8,33788.17
87305.69,984820.44,33788.21
87275.805,984863.56,33788.25
87231.26,984939.44,33788.293
87226.195,985074.7,33788.332
87220.5,985134.44,33788.37
87237.57,985169.2,33788.41
87249.766,985282.6,33788.453
87280.08,985369.7,33788.492
87296.95,985441.9,33788.53
87374.44,985473.0,33788.57
87386.0,985415.6,33788.613
87421.94,985391.06,33788.652
87443.08,985464.2,33788.69
87390.76,985734.94,33788.73
87295.24,985868.6,33788.77
87188.06,985462.94,33788.812
87123.81,984857.6,33788.85
87073.76,984291.06,33788.89
87052.69,984030.75,33788.93
87063.75,983941.1,33788.973
87040.15,983835.56,33789.01
87026.82,983651.3,33789.05
86990.96,983546.5,33789.09
87010.945,983397.8,33789.133
87022.33,983201.75,33789.17
87052.82,983062.3,33789.21
87104.36,983033.44,33789.25
87111.67,983037.8,33789.293
87131.836,983032.1,33789.332
87201.68,982904.3,33789.37
87246.29,982799.9,33789.41
87259.99,982845.4,33789.453
87252.625,982782.5,33789.492
87167.6,982737.1,33789.53
87086.06,982620.2,33789.57
87038.63,982254.4,33789.613
87009.3,981851.6,33789.652
87014.3,981709.25,33789.69
87019.26,981735.6,33789.73
87025.62,981799.6,33789.77
87014.195,981892.25,33789.812
87007.87,981984.1,33789.85
87038.625,981937.7,33789.89
87064.76,981897.56,33789.93
87101.82,982016.6,33789.973
87148.125,982195.94,33790.01
87194.26,982345.4,33790.05
87236.516,982418.25,33790.09
87303.44,982496.5,33790.133
87367.62,982631.44,33790.17
87374.64,982823.6,33790.21
87357.45,982902.7,33790.25
87320.18,983043.94,33790.293
87266.87,982970.3,33790.332
87252.305,982807.5,33790.37
87242.195,982664.4,33790.41
87275.54,982764.1,33790.453
87276.23,983217.2,33790.492
87321.18,983599.1,33790.53
87351.43,983672.6,33790.57
87393.34,983687.1,33790.613
87408.55,983611.44,33790.652
87443.75,983497.2,33790.69
87486.64,983599.8,33790.73
87543.7,983718.6,33790.77
87619.67,983801.2,33790.812
87658.53,983909.06,33790.85
87756.23,984106.7,33790.89
87800.39,984334.75,33790.93
87844.63,984543.56,33790.973
87820.95,984686.94,33791.01
87813.67,984843.25,33791.05
87740.766,984774.2,33791.09
87743.734,984611.3,33791.133
87750.414,984520.2,33791.17
87764.44,984611.56,33791.21
87772.516,984833.6,33791.25
87812.62,984922.44,33791.293
87834.32,985008.7,33791.332
87852.95,985121.75,33791.37
87905.055,985169.8,33791.41
87936.4,985140.94,33791.453
87976.47,985244.7,33791.492
88073.37,985333.8,33791.53
88117.17,985216.0,33791.57
88203.46,985089.1,33791.61
88239.875,985038.75,33791.652
88290.35,984988.56,33791.69
88392.664,984997.0,33791.73
88435.71,985071.2,33791.77
88418.82,985040.1,33791.812
88385.11,985024.94,33791.85
88347.516,984858.06,33791.89
88306.984,984569.9,33791.93
88376.734,984291.2,33791.973
88369.51,984177.75,33792.01
88383.86,984185.3,33792.05
88405.85,984073.0,33792.09
88329.66,983956.75,33792.133
88456.13,983906.2,33792.17
88481.56,983854.8,33792.21
88528.57,983698.75,33792.25
88582.87,983616.0,33792.293
88636.18,983618.3,33792.332
88671.2,983613.06,33792.37
88720.195,983567.56,33792.41
88760.71,983549.5,33792.453
88832.445,983462.9,33792.492
88915.04,983435.8,33792.53
88924.78,983480.3,33792.57
88930.06,983470.0,33792.613
88888.695,983531.2,33792.652
88859.94,983439.56,33792.69
88861.57,983169.94,33792.73
88883.555,983115.2,33792.77
88922.734,983173.44,33792.812
88956.74,983196.7,33792.85
88953.06,983198.75,33792.89
88934.625,983269.75,33792.93
89035.31,983355.6,33792.973
89031.64,983305.6,33793.01
89094.24,983335.8,33793.05
89149.69,983463.2,33793.09
89196.61,983567.9,33793.133
89238.2,983626.0,33793.17
89302.75,983723.25,33793.21
89351.99,983818.2,33793.25
89413.43,983971.6,33793.293
89429.99,984070.25,33793.332
89399.875,984242.3,33793.37
89388.5,984354.3,33793.41
89385.984,984265.56,33793.453
89389.62,984194.9,33793.492
89414.44,984184.2,33793.53
89423.64,984362.6,33793.57
89470.31,984456.0,33793.613
89490.555,984596.0,33793.652
89494.516,984778.4,33793.69
89535.26,985000.06,33793.73
89587.74,985123.75,33793.77
89608.26,985206.1,33793.812
89672.18,985573.9,33793.85
89712.5,985900.3,33793.89
89761.64,986539.56,33793.93
89837.17,987743.5,33793.973
89881.36,988816.56,33794.01
89938.484,989701.94,33794.05
89948.44,990247.25,33794.09
89934.45,990337.0,33794.133
89910.625,990122.75,33794.17
89913.99,989788.25,33794.21
89896.95,989471.5,33794.25
89907.42,989396.5,33794.293
89896.2,989430.1,33794.332
89940.61,989526.7,33794.37
89935.56,989567.6,33794.41
89960.49,989607.9,33794.453
89978.805,989628.0,33794.492
90002.13,989575.3,33794.53
90047.51,989395.4,33794.57
90096.16,989288.56,33794.613
90143.3,989210.1,33794.652
90169.625,989066.25,33794.69
90195.195,989021.5,33794.73
90237.13,988949.06,33794.77
90294.93,988819.06,33794.812
90338.43,988779.94,33794.85
90368.29,988757.56,33794.89
90346.3,988725.3,33794.93
90321.54,988718.1,33794.973
90257.32,988497.1,33795.01
90248.69,988239.1,33795.05
90251.65,987987.0,33795.09
90256.46,987831.5,33795.133
90218.12,987792.94,33795.17
90263.43,987655.25,33795.21
90271.32,987622.0,33795.25
90277.875,987587.6,33795.293
90274.44,987469.3,33795.332
90298.63,987355.3,33795.37
90329.33,987320.94,33795.41
90370.42,987287.2,33795.453
90383.18,987235.44,33795.492
90404.32,987195.6,33795.53
90408.836,987083.0,33795.57
90465.0,986970.06,33795.61
90532.48,986978.44,33795.652
90484.016,986888.75,33795.69
90471.14,986883.56,33795.73
90404.78,986969.8,33795.77
90404.055,986821.44,33795.812
90386.38,986619.2,33795.85
90385.24,986638.9,33795.89
90415.87,986717.5,33795.93
90477.5,986836.3,33795.973
90422.055,987062.44,33796.01
90428.88,987342.8,33796.05
90429.27,987545.6,33796.09
90453.25,987664.9,33796.133
90456.66,987837.56,33796.17
90506.26,988041.1,33796.21
90558.35,988195.7,33796.25
90571.06,988315.4,33796.293
90594.71,988388.2,33796.332
90665.49,988471.1,33796.37
90676.31,988679.75,33796.41
90678.234,989036.25,33796.453
90640.08,989539.9,33796.492
90611.164,989763.0,33796.53
90589.79,989582.44,33796.57
90569.18,989335.6,33796.61
90588.12,989222.25,33796.652
90578.195,989333.94,33796.69
90608.67,989440.75,33796.73
90602.445,989575.6,33796.77
90589.22,989868.9,33796.812
90631.64,990161.25,33796.85
90672.875,990319.75,33796.89
90690.88,990585.06,33796.93
90739.055,990938.3,33796.973
90804.31,991290.7,33797.01
90822.45,991445.7,33797.05
90897.09,991453.94,33797.09
90902.45,991507.0,33797.133
90957.5,991704.44,33797.17
90978.18,991874.56,33797.21
90971.19,992011.94,33797.25
90917.516,992260.9,33797.293
90908.13,992294.44,33797.332
90918.164,992125.56,33797.37
90887.83,991941.06,33797.41
90886.95,991901.3,33797.453
90912.75,991979.2,33797.492
90924.86,992041.9,33797.53
90930.125,992048.0,33797.57
90943.07,992178.44,33797.61
90952.875,992280.8,33797.652
90990.43,992251.5,33797.69
91021.77,992320.25,33797.73
91044.96,992355.1,33797.77
91102.28,992191.2,33797.812
91127.0,991879.25,33797.85
91153.01,991670.9,33797.89
91182.71,991486.25,33797.93
91230.63,991394.56,33797.973
91262.555,991380.56,33798.01
91245.05,991260.56,33798.05
91226.08,991271.9,33798.09
91203.61,991137.7,33798.133
91178.0,990737.44,33798.17
91224.94,990394.3,33798.21
91184.92,990127.5,33798.25
91182.22,990073.0,33798.293
91170.4,989918.25,33798.332
91176.4,989795.3,33798.37
91225.086,989760.6,33798.41
91200.78,989626.0,33798.453
91225.74,989442.0,33798.492
91196.45,989392.94,33798.53
91259.87,989466.5,33798.57
91244.72,989403.4,33798.61
91291.62,989401.7,33798.652
91314.58,989332.2,33798.69
91364.266,989226.44,33798.73
91393.21,989233.9,33798.77
91406.05,989229.94,33798.812
91372.766,989158.1,33798.85
91349.875,989218.8,33798.89
91330.61,989002.06,33798.93
91302.27,988648.0,33798.973
91299.695,988471.44,33799.01
91304.42,988462.56,33799.05
91328.12,988518.25,33799.09
91351.41,988596.25,33799.133
91312.85,988778.2,33799.17
91346.93,988871.06,33799.21
91353.13,988838.3,33799.25
91360.83,988919.4,33799.293
91418.484,989090.2,33799.332
91437.11,989219.4,33799.37
91435.89,989320.75,33799.41
91472.06,989438.1,33799.453
91514.49,989551.25,33799.492
91529.99,989701.75,33799.53
91489.31,989832.3,33799.57
91450.94,990087.7,33799.61
91408.445,990140.75,33799.652
91414.68,990012.7,33799.69
91375.88,989937.1,33799.73
91391.69,990061.75,33799.77
91391.76,990209.94,33799.812
91391.03,990245.94,33799.85
91416.55,990395.8,33799.89
91411.68,990623.06,33799.93
91417.0,990750.1,33799.973
91440.695,990804.8,33800.01
91442.41,990836.4,33800.05
91471.516,990948.56,33800.09
91490.13,991008.44,33800.133
91515.7,991150.6,33800.17
91559.17,991320.0,33800.21
91527.34,991452.6,33800.25
91499.695,991696.25,33800.293
91461.766,991726.6,33800.332
91393.38,991536.4,33800.37
91389.805,991308.94,33800.41
91364.25,991044.0,33800.453
91377.79,990858.0,33800.492
91366.3,990698.6,33800.53
91337.516,990552.25,33800.57
91343.85,990499.5,33800.61
91335.98,990456.25,33800.652
91318.52,990304.06,33800.69
91347.625,990125.75,33800.73
91351.44,990056.7,33800.77
91356.83,990012.44,33800.812
91392.984,989937.44,33800.85
91402.5,989887.8,33800.89
91428.83,989808.56,33800.93
91417.87,989826.1,33800.973
91360.586,989733.0,33801.01
91312.93,989699.44,33801.05
91238.96,989426.9,33801.09
91203.08,989087.9,33801.133
91170.875,988853.75,33801.17
91161.81,988727.5,33801.21
91148.95,988675.8,33801.25
91105.336,988456.5,33801.293
91118.0,988387.1,33801.332
91128.94,988350.2,33801.37
91107.73,988175.75,33801.41
91082.35,988061.3,33801.453
91112.92,988005.94,33801.492
91144.8,988019.7,33801.53
91142.875,988025.6,33801.57
91170.484,988134.7,33801.61
91151.28,988176.44,33801.652
91129.51,988207.2,33801.69
91072.06,988352.75,33801.73
91039.914,988318.44,33801.77
90993.83,988193.7,33801.812
90981.87,988204.5,33801.85
90976.59,988293.94,33801.89
90968.95,988444.1,33801.93
90960.39,988525.0,33801.973
90965.42,988671.44,33802.01
90991.625,988874.56,33802.05
90994.44,988906.5,33802.09
91025.99,989024.9,33802.133
91023.98,989176.0,33802.17
91086.12,989406.75,33802.21
91096.25,989552.0,33802.25
91136.68,989757.6,33802.293
91139.64,990055.7,33802.332
91121.63,990342.06,33802.37
91115.52,990573.6,33802.41
91074.51,990639.4,33802.453
91064.56,990760.3,33802.492
91073.54,990883.06,33802.53
91072.58,991076.94,33802.57
91084.9,991353.44,33802.61
91129.48,991509.25,33802.652
91132.69,991685.44,33802.69
91167.805,991979.06,33802.73
91209.31,992160.6,33802.77
91234.55,992261.4,33802.812
91266.45,992453.3,33802.85
91326.48,992653.6,33802.89
91368.87,992766.6,33802.93
91399.08,992904.3,33802.973
91446.58,993086.7,33803.01
91505.52,993333.44,33803.05
91540.38,993471.0,33803.09
91533.625,993958.75,33803.133
91538.805,994382.3,33803.17
91540.445,994395.1,33803.21
91537.24,994228.7,33803.25
91577.234,994015.0,33803.293
91574.53,993884.75,33803.332
91619.305,993717.1,33803.37
91652.87,993604.2,33803.41
91690.05,993496.1,33803.453
91707.56,993452.75,33803.492
91742.88,993245.6,33803.53
91786.766,993112.94,33803.57
91838.88,993104.56,33803.61
91878.19,993076.2,33803.652
91916.14,992959.6,33803.69
91985.6,992924.56,33803.73
92013.49,992840.25,33803.77
92072.45,992702.7,33803.812
92090.08,992722.0,33803.85
92138.53,992625.56,33803.89
92117.76,992602.1,33803.93
92119.75,992495.1,33803.973
92143.85,992281.2,33804.01
92159.9,992068.9,33804.05
92175.14,991916.6,33804.09
92205.58,991909.06,33804.133
92239.445,991787.4,33804.17
92282.734,991655.7,33804.21
92312.29,991618.9,33804.25
92319.195,991461.44,33804.293
92382.91,991305.06,33804.332
92364.78,991247.06,33804.37
92421.516,991308.25,33804.41
92458.51,991314.9,33804.453
92521.17,991226.0,33804.492
92539.945,991244.0,33804.53
92577.88,991278.1,33804.57
92601.01,991274.5,33804.61
92608.5,991365.9,33804.652
92585.516,991523.44,33804.69
92633.84,991472.44,33804.73
92651.27,991424.6,33804.77
92621.266,991466.3,33804.812
92655.06,991517.75,33804.85
92713.97,991510.75,33804.89
92702.695,991602.75,33804.93
92740.234,991805.7,33804.973
92754.82,992007.4,33805.01
92763.16,992093.1,33805.05
92842.03,992307.7,33805.09
92833.945,992449.25,33805.133
92895.43,992572.44,33805.17
92917.39,992679.7,33805.21
92962.3,992891.94,33805.25
93002.94,993178.9,33805.293
93014.05,993526.4,33805.332
92997.12,993821.06,33805.37
93008.48,994091.5,33805.41
92998.06,994250.6,33805.453
93007.7,994364.0,33805.492
93026.73,994504.44,33805.53
93038.56,994768.94,33805.57
93049.18,995032.2,33805.61
93095.44,995280.75,33805.652
93099.805,995480.44,33805.69
93101.65,995662.94,33805.73
93144.35,995744.25,33805.77
93158.06,995816.1,33805.812
93190.58,996001.0,33805.85
93218.8,996182.3,33805.89
93254.58,996371.5,33805.93
93277.13,996487.2,33805.973
93323.94,996587.56,33806.01
93363.54,996727.3,33806.05
93374.055,996936.0,33806.09
93378.695,997096.4,33806.133
93363.445,997304.75,33806.17
93359.38,997445.75,33806.21
93315.97,997461.8,33806.25
93318.74,997428.1,33806.293
93301.07,997426.7,33806.332
93301.14,997449.6,33806.37
